OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
59042,GO-202484270,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,6,2024,January,11,11,Thursday  ,21,D43,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,135,Morningside (135),135,Morningside (135),-79.20602777,43.79486149,-8817174.679,5433751.214
59043,GO-202484316,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,7,2024,January,12,12,Friday    ,1,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,142,Woburn North (142),137,Woburn (137),-79.24179022,43.77182819,-8821155.737,5430199.7
59044,GO-202484449,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,7,2024,January,11,11,Thursday  ,19,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,142,Woburn North (142),137,Woburn (137),-79.23777266,43.7713392,-8820708.504,5430124.318
59045,GO-202485276,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,9,2024,January,11,11,Thursday  ,18,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.22042262,43.76947842,-8818777.106,5429837.465
59046,GO-202486352,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,12,2024,January,11,11,Thursday  ,17,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,46,Pleasant View (46),46,Pleasant View (46),-79.33299076,43.78370502,-8831308.135,5432030.823
59047,GO-202488729,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,17,2024,January,12,12,Friday    ,16,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,47,Don Valley Village (47),47,Don Valley Village (47),-79.34374646,43.77588192,-8832505.453,5430824.646
59048,GO-202487209,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,14,2024,January,11,11,Thursday  ,15,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,38,Lansing-Westgate (38),38,Lansing-Westgate (38),-79.43429744,43.74702197,-8842585.542,5426376.349
59049,GO-202489276,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,18,2024,January,12,12,Friday    ,7,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,36,Newtonbrook West (36),36,Newtonbrook West (36),-79.41599034,43.781633,-8840547.606,5431711.34
59050,GO-202489489,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,18,2024,January,12,12,Friday    ,16,D32,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,35,Westminster-Branson (35),35,Westminster-Branson (35),-79.45091671,43.77230921,-8844435.591,5430273.855
59051,GO-202486312,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,12,2024,January,11,11,Thursday  ,22,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,4,Rexdale-Kipling (4),4,Rexdale-Kipling (4),-79.57434698,43.73360308,-8858175.785,5424308.773
59052,GO-202488659,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,17,2024,January,12,12,Friday    ,16,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.55690959,43.61015061,-8856234.664,5405308.971
59053,GO-202489268,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,18,2024,January,12,12,Friday    ,16,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,6,Kingsview Village-The Westway (6),6,Kingsview Village-The Westway (6),-79.54415236,43.69761488,-8854814.536,5418766.016
59054,GO-202484288,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,6,2024,January,11,11,Thursday  ,19,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,80,Palmerston-Little Italy (80),80,Palmerston-Little Italy (80),-79.42517102,43.6538632,-8841569.595,5412032.037
59055,GO-202490382,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,21,2024,January,12,12,Friday    ,20,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,129,Agincourt North (129),129,Agincourt North (129),-79.27096053,43.81098038,-8824402.961,5436237.404
59056,GO-202489511,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,18,2024,January,12,12,Friday    ,9,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,162,West Queen West (162),82,Niagara (82),-79.41659773,43.64111188,-8840615.22,5410070.359
59057,GO-202484623,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,8,2024,January,11,11,Thursday  ,22,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,56,Leaside-Bennington (56),56,Leaside-Bennington (56),-79.37442759,43.69428237,-8835920.862,5418252.925
59058,GO-202484619,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,8,2024,January,12,12,Friday    ,5,D53,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,55,Thorncliffe Park (55),55,Thorncliffe Park (55),-79.36226601,43.70729127,-8834567.04,5420256.008
59059,GO-202484778,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,8,2024,January,12,12,Friday    ,8,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.55694339,43.61612851,-8856238.427,5406228.094
59060,GO-202484139,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,6,2024,January,12,12,Friday    ,6,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,47,Don Valley Village (47),47,Don Valley Village (47),-79.36309264,43.7733176,-8834659.06,5430429.312
59061,GO-202484659,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,8,2024,January,12,12,Friday    ,4,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,43,Victoria Village (43),43,Victoria Village (43),-79.31042577,43.73978413,-8828796.211,5425261.089
59062,GO-202485276,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,9,2024,January,11,11,Thursday  ,18,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.22042262,43.76947842,-8818777.106,5429837.465
59063,GO-202484619,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,8,2024,January,12,12,Friday    ,5,D53,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,55,Thorncliffe Park (55),55,Thorncliffe Park (55),-79.36226601,43.70729127,-8834567.04,5420256.008
59064,GO-202484097,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,6,2024,January,11,11,Thursday  ,19,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,116,Steeles (116),116,Steeles (116),-79.3146646,43.81024004,-8829268.075,5436123.2
59065,GO-202483823,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,4,2024,January,12,12,Friday    ,4,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,123,Cliffcrest (123),123,Cliffcrest (123),-79.24442232,43.71326591,-8821448.741,5421176.115
59066,GO-202484442,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,7,2024,January,12,12,Friday    ,4,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,25,Glenfield-Jane Heights (25),25,Glenfield-Jane Heights (25),-79.52018321,43.75248388,-8852146.303,5427218.051
59067,GO-202483342,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,12,12,Friday    ,1,2024,January,12,12,Friday    ,1,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,144,Morningside Heights (144),131,Rouge (131),-79.2374615,43.8304177,-8820673.866,5439236.327
59068,GO-202484108,1/12/2024 5:00:00 AM,1/11/2024 5:00:00 AM,2024,January,12,12,Friday    ,6,2024,January,11,11,Thursday  ,23,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,11,Eringate-Centennial-West Deane (11),11,Eringate-Centennial-West Deane (11),-79.57153572,43.66698697,-8857862.838,5414051.448
59069,GO-202493980,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,12,2024,January,13,13,Saturday  ,12,D42,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.29473539,43.78070854,-8827049.566,5431568.802
59070,GO-202491389,1/13/2024 5:00:00 AM,12/28/2023 5:00:00 AM,2024,January,13,13,Saturday  ,0,2023,December,28,362,Thursday  ,16,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,143,West Rouge (143),131,Rouge (131),-79.15025677,43.79804106,-8810966.28,5434241.58
59071,GO-202494655,1/13/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,13,13,Saturday  ,13,2024,January,12,12,Friday    ,22,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,172,Dovercourt Village (172),93,Dovercourt-Wallace Emerson-Junction (93),-79.43290062,43.66038931,-8842430.05,5413036.182
59072,GO-202494401,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,13,2024,January,13,13,Saturday  ,12,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,78,Kensington-Chinatown (78),78,Kensington-Chinatown (78),-79.40141083,43.64771729,-8838924.622,5411086.49
59073,GO-202497253,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,21,2024,January,13,13,Saturday  ,21,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,138,Eglinton East (138),138,Eglinton East (138),-79.24807244,43.73669198,-8821855.07,5424784.669
59074,GO-202497684,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,22,2024,January,13,13,Saturday  ,18,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,138,Eglinton East (138),138,Eglinton East (138),-79.23771926,43.73783288,-8820702.559,5424960.449
59075,GO-202494024,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,12,2024,January,13,13,Saturday  ,0,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,21,Humber Summit (21),21,Humber Summit (21),-79.57073724,43.76360582,-8857773.951,5428932.221
59076,GO-202495404,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,15,2024,January,13,13,Saturday  ,2,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,36,Newtonbrook West (36),36,Newtonbrook West (36),-79.42638144,43.79666333,-8841704.338,5434029.096
59077,GO-202499894,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,23,2024,January,13,13,Saturday  ,20,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,22,Humbermede (22),22,Humbermede (22),-79.54951159,43.74598788,-8855411.123,5426217.001
59078,GO-202491909,1/13/2024 5:00:00 AM,1/9/2024 5:00:00 AM,2024,January,13,13,Saturday  ,2,2024,January,9,9,Tuesday   ,18,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.62067769,43.7433492,-8863333.297,5425810.405
59079,GO-202493282,1/13/2024 5:00:00 AM,12/29/2023 5:00:00 AM,2024,January,13,13,Saturday  ,9,2023,December,29,363,Friday    ,5,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.59557073,43.68682324,-8860538.403,5417104.579
59080,GO-202494432,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,13,2024,January,13,13,Saturday  ,11,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,13,Etobicoke West Mall (13),13,Etobicoke West Mall (13),-79.56725217,43.64883871,-8857385.996,5411259.014
59081,GO-202495623,1/13/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,13,13,Saturday  ,16,2024,January,12,12,Friday    ,22,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,18,New Toronto (18),18,New Toronto (18),-79.50036365,43.60815187,-8849939.999,5405001.68
59082,GO-202491389,1/13/2024 5:00:00 AM,12/28/2023 5:00:00 AM,2024,January,13,13,Saturday  ,0,2023,December,28,362,Thursday  ,16,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,143,West Rouge (143),131,Rouge (131),-79.15025677,43.79804106,-8810966.28,5434241.58
59083,GO-202492668,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,13,13,Saturday  ,7,2024,January,13,13,Saturday  ,0,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.29547621,43.79989832,-8827132.034,5434528.026
59084,GO-2024102485,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,16,2024,January,14,14,Sunday    ,16,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,130,Milliken (130),130,Milliken (130),-79.27634552,43.81956792,-8825002.416,5437562.228
59085,GO-2024102645,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,17,2024,January,14,14,Sunday    ,15,D42,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.3059691,43.79899361,-8828300.097,5434388.491
59086,GO-2024100217,1/14/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,14,14,Sunday    ,10,2024,January,13,13,Saturday  ,18,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,92,Corso Italia-Davenport (92),92,Corso Italia-Davenport (92),-79.44336542,43.67874881,-8843594.985,5415861.669
59087,GO-2024101245,1/14/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,14,14,Sunday    ,13,2024,January,13,13,Saturday  ,14,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,86,Roncesvalles (86),86,Roncesvalles (86),-79.44768992,43.6428264,-8844076.386,5410334.097
59088,GO-2024101131,1/14/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,14,14,Sunday    ,13,2024,January,13,13,Saturday  ,22,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.25036751,43.71034701,-8822110.556,5420726.587
59089,GO-202499626,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,8,2024,January,14,14,Sunday    ,2,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,11,Eringate-Centennial-West Deane (11),11,Eringate-Centennial-West Deane (11),-79.5861789,43.64226677,-8859492.909,5410248.011
59090,GO-202499626,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,8,2024,January,14,14,Sunday    ,2,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,11,Eringate-Centennial-West Deane (11),11,Eringate-Centennial-West Deane (11),-79.5861789,43.64226677,-8859492.909,5410248.011
59091,GO-202499626,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,8,2024,January,14,14,Sunday    ,2,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,11,Eringate-Centennial-West Deane (11),11,Eringate-Centennial-West Deane (11),-79.5861789,43.64226677,-8859492.909,5410248.011
59092,GO-202499783,1/14/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,14,14,Sunday    ,8,2024,January,13,13,Saturday  ,18,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,90,Junction Area (90),90,Junction Area (90),-79.46108942,43.66518455,-8845568.013,5413774.075
59093,GO-2024100530,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,11,2024,January,14,14,Sunday    ,3,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,103,Lawrence Park South (103),103,Lawrence Park South (103),-79.40559543,43.72437997,-8839390.45,5422887.95
59094,GO-2024101658,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,14,2024,January,14,14,Sunday    ,14,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,95,Annex (95),95,Annex (95),-79.40052645,43.67637412,-8838826.173,5415496.161
59095,GO-202498791,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,2,2024,January,14,14,Sunday    ,2,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,59,Danforth East York (59),59,Danforth East York (59),-79.32364984,43.69427811,-8830268.308,5418252.269
59096,GO-202499897,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,9,2024,January,14,14,Sunday    ,9,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,63,The Beaches (63),63,The Beaches (63),-79.30000365,43.67533903,-8827636.026,5415336.845
59097,GO-202498953,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,3,2024,January,14,14,Sunday    ,3,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,62,East End-Danforth (62),62,East End-Danforth (62),-79.31277234,43.68568152,-8829057.431,5416928.823
59098,GO-202499783,1/14/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,14,14,Sunday    ,8,2024,January,13,13,Saturday  ,18,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,90,Junction Area (90),90,Junction Area (90),-79.46108942,43.66518455,-8845568.013,5413774.075
59099,GO-202499626,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,8,2024,January,14,14,Sunday    ,2,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,11,Eringate-Centennial-West Deane (11),11,Eringate-Centennial-West Deane (11),-79.5861789,43.64226677,-8859492.909,5410248.011
59100,GO-2024101131,1/14/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,14,14,Sunday    ,13,2024,January,13,13,Saturday  ,22,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.25036751,43.71034701,-8822110.556,5420726.587
59101,GO-2024101687,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,14,2024,January,14,14,Sunday    ,2,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30147519,43.75191883,-8827799.837,5427130.971
59102,GO-2024103211,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,19,2024,January,14,14,Sunday    ,16,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,129,Agincourt North (129),129,Agincourt North (129),-79.27096053,43.81098038,-8824402.961,5436237.404
59103,GO-2024103420,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,19,2024,January,14,14,Sunday    ,19,D32,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,50,Newtonbrook East (50),50,Newtonbrook East (50),-79.39273439,43.78801871,-8837958.765,5432695.979
59104,GO-202498935,1/14/2024 5:00:00 AM,1/6/2024 5:00:00 AM,2024,January,14,14,Sunday    ,3,2024,January,6,6,Saturday  ,14,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.57188108,43.69379592,-8857901.283,5418178.03
59105,GO-202499972,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,9,2024,January,14,14,Sunday    ,3,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,9,Edenbridge-Humber Valley (9),9,Edenbridge-Humber Valley (9),-79.52247249,43.6727047,-8852401.144,5414931.399
59106,GO-2024101245,1/14/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,14,14,Sunday    ,13,2024,January,13,13,Saturday  ,14,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,86,Roncesvalles (86),86,Roncesvalles (86),-79.44768992,43.6428264,-8844076.386,5410334.097
59107,GO-2024103903,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,21,2024,January,14,14,Sunday    ,21,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,170,Yonge-Bay Corridor (170),76,Bay Street Corridor (76),-79.38135845,43.6573981,-8836692.401,5412575.923
59108,GO-202498866,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,14,14,Sunday    ,4,2024,January,14,14,Sunday    ,3,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,129,Agincourt North (129),129,Agincourt North (129),-79.28118252,43.80080103,-8825540.868,5434667.255
59109,GO-2024111204,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,19,2024,January,15,15,Monday    ,17,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.40302775,43.69733452,-8839104.616,5418722.849
59110,GO-2024106809,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,9,2024,January,14,14,Sunday    ,18,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,130,Milliken (130),130,Milliken (130),-79.28698981,43.8149339,-8826187.333,5436847.301
59111,GO-2024109202,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,15,2024,January,15,15,Monday    ,15,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,15,Kingsway South (15),15,Kingsway South (15),-79.51066799,43.65560358,-8851087.074,5412299.812
59112,GO-2024111941,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,21,2024,January,15,15,Monday    ,19,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,130,Milliken (130),130,Milliken (130),-79.26155435,43.81545169,-8823355.869,5436927.182
59113,GO-2024105974,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,7,2024,January,14,14,Sunday    ,23,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,149,Parkwoods-O'Connor Hills (149),45,Parkwoods-Donalda (45),-79.32109126,43.74372682,-8829983.488,5425868.592
